Time,Open,High,Low,Close,TickVolume,RealVolume,Spread
2025.06.06 20:00:00,42780.50000,42818.50000,42774.50000,42810.30000,2657,0,25
2025.06.06 16:00:00,42714.50000,42833.50000,42598.80000,42779.90000,54478,0,25
2025.06.06 12:00:00,42480.10000,42956.40000,42477.40000,42713.90000,76785,0,25
2025.06.06 08:00:00,42518.30000,42527.90000,42431.90000,42480.90000,11856,0,25
2025.06.06 04:00:00,42467.30000,42557.90000,42455.10000,42518.40000,8800,0,25
2025.06.06 00:00:00,42406.90000,42483.40000,42406.00000,42466.50000,8348,0,25
2025.06.05 20:00:00,42355.90000,42427.50000,42327.20000,42407.50000,11745,0,25
2025.06.05 16:00:00,42602.90000,42641.40000,42238.30000,42356.40000,107937,0,25
2025.06.05 12:00:00,42488.10000,42711.30000,42268.90000,42603.40000,88483,0,25
2025.06.05 08:00:00,42544.10000,42582.00000,42468.90000,42489.10000,12199,0,25
2025.06.05 04:00:00,42450.90000,42551.30000,42440.10000,42544.90000,6902,0,25
2025.06.05 00:00:00,42436.30000,42478.00000,42429.90000,42451.50000,4298,0,25
2025.06.04 20:00:00,42466.50000,42476.30000,42426.10000,42435.50000,5809,0,25
2025.06.04 16:00:00,42582.90000,42641.50000,42466.00000,42466.00000,40920,0,25
2025.06.04 12:00:00,42641.50000,42689.30000,42521.10000,42583.40000,60859,0,25
2025.06.04 08:00:00,42629.00000,42673.40000,42613.90000,42641.10000,10823,0,25
2025.06.04 04:00:00,42547.00000,42632.40000,42532.90000,42629.50000,7365,0,25
2025.06.04 00:00:00,42598.90000,42621.20000,42530.30000,42547.90000,6443,0,25
2025.06.03 20:00:00,42570.00000,42616.30000,42540.40000,42599.50000,6056,0,25
2025.06.03 16:00:00,42510.90000,42611.50000,42467.10000,42570.50000,42277,0,25
2025.06.03 12:00:00,42258.30000,42513.40000,42212.90000,42511.50000,50824,0,25
2025.06.03 08:00:00,42140.90000,42262.50000,42095.70000,42257.40000,14102,0,25
2025.06.03 04:00:00,42196.90000,42218.30000,42087.00000,42141.40000,9748,0,25
2025.06.03 00:00:00,42261.50000,42275.30000,42169.40000,42197.50000,6106,0,25
2025.06.02 20:00:00,42345.00000,42385.20000,42247.30000,42261.00000,7905,0,25
2025.06.02 16:00:00,42135.50000,42355.50000,42048.10000,42345.50000,48198,0,25
2025.06.02 12:00:00,42148.50000,42196.40000,41873.00000,42134.90000,82150,0,25
2025.06.02 08:00:00,42038.50000,42193.40000,42011.40000,42147.90000,23533,0,25
2025.06.02 04:00:00,42109.50000,42138.50000,41945.00000,42040.40000,16476,0,25
2025.06.02 00:00:00,42152.80000,42198.40000,42099.10000,42108.90000,10206,0,25
2025.06.01 20:00:00,42149.80000,42208.10000,42116.90000,42153.30000,4656,0,25
2025.05.30 20:00:00,42255.30000,42315.40000,42204.60000,42229.20000,7277,0,25
2025.05.30 16:00:00,42181.00000,42405.50000,41922.90000,42254.50000,112373,0,25
2025.05.30 12:00:00,42194.40000,42310.40000,41963.70000,42179.40000,90756,0,25
2025.05.30 08:00:00,42201.90000,42239.50000,42162.90000,42193.50000,13977,0,25
2025.05.30 04:00:00,42186.00000,42247.50000,42129.90000,42202.50000,12612,0,25
2025.05.30 00:00:00,42156.90000,42208.40000,42063.60000,42186.90000,11473,0,25
2025.05.29 20:00:00,42251.50000,42271.40000,42150.10000,42157.50000,10433,0,25
2025.05.29 16:00:00,41930.90000,42304.20000,41853.00000,42251.10000,89002,0,25
