Time,Open,High,Low,Close,TickVolume,RealVolume,Spread
2025.06.06 20:45:00,42799.80000,42810.40000,42799.30000,42810.30000,253,0,25
2025.06.06 20:30:00,42804.70000,42809.90000,42799.80000,42799.90000,304,0,25
2025.06.06 20:15:00,42798.70000,42818.50000,42797.50000,42804.70000,602,0,25
2025.06.06 20:00:00,42780.50000,42801.30000,42774.50000,42798.70000,1498,0,25
2025.06.06 19:45:00,42791.30000,42833.50000,42775.20000,42779.90000,5026,0,25
2025.06.06 19:30:00,42793.90000,42813.50000,42772.00000,42790.40000,3018,0,25
2025.06.06 19:15:00,42787.10000,42823.50000,42781.00000,42794.40000,2992,0,25
2025.06.06 19:00:00,42781.00000,42809.40000,42773.00000,42788.00000,2730,0,25
2025.06.06 18:45:00,42786.30000,42807.50000,42763.00000,42781.50000,2480,0,25
2025.06.06 18:30:00,42765.10000,42829.40000,42765.10000,42785.50000,3268,0,25
2025.06.06 18:15:00,42768.40000,42799.50000,42761.10000,42765.90000,2440,0,25
2025.06.06 18:00:00,42711.60000,42785.30000,42711.60000,42767.50000,3426,0,25
2025.06.06 17:45:00,42703.10000,42726.50000,42696.10000,42711.10000,1925,0,25
2025.06.06 17:30:00,42673.40000,42709.40000,42671.10000,42703.90000,2507,0,25
2025.06.06 17:15:00,42634.10000,42703.30000,42617.00000,42672.50000,3316,0,25
2025.06.06 17:00:00,42652.50000,42656.30000,42609.90000,42635.00000,4472,0,25
2025.06.06 16:45:00,42666.50000,42688.50000,42598.80000,42652.10000,5427,0,25
2025.06.06 16:30:00,42731.10000,42757.30000,42646.10000,42666.10000,4410,0,25
2025.06.06 16:15:00,42737.40000,42739.50000,42703.10000,42731.90000,3866,0,25
2025.06.06 16:00:00,42714.50000,42759.50000,42714.50000,42736.50000,3175,0,25
2025.06.06 15:45:00,42702.20000,42760.30000,42690.00000,42713.90000,3979,0,25
2025.06.06 15:30:00,42705.10000,42719.30000,42661.10000,42700.90000,5485,0,25
2025.06.06 15:15:00,42803.90000,42806.30000,42618.80000,42705.90000,9938,0,25
2025.06.06 15:00:00,42787.10000,42862.30000,42784.00000,42804.50000,4453,0,25
