Time,Open,High,Low,Close,TickVolume,RealVolume,Spread
2025.06.16 16:00:00,3404.53400,3404.99200,3396.56000,3397.40200,13030,0,160
2025.06.16 12:00:00,3415.04300,3418.12800,3382.72500,3404.62600,86303,0,160
2025.06.16 08:00:00,3412.62400,3422.69700,3409.77300,3415.00000,36232,0,160
2025.06.16 04:00:00,3431.49600,3433.26100,3409.45900,3412.61900,48867,0,160
2025.06.16 00:00:00,3444.16600,3451.22400,3429.24400,3431.42800,51200,0,160
2025.06.15 20:00:00,3440.95500,3451.25100,3438.59100,3444.14100,24939,0,160
2025.06.13 20:00:00,3432.35200,3434.78000,3428.96500,3433.44900,6166,0,160
2025.06.13 16:00:00,3426.25800,3439.47300,3419.20300,3432.30700,39915,0,160
2025.06.13 12:00:00,3422.20700,3446.81900,3420.90600,3426.20600,78527,0,160
2025.06.13 08:00:00,3414.86300,3427.68400,3411.59500,3422.21700,49341,0,160
2025.06.13 04:00:00,3425.54300,3430.31000,3407.87900,3414.93300,55420,0,160
2025.06.13 00:00:00,3395.83700,3444.40000,3391.69300,3425.55700,111304,0,160
2025.06.12 20:00:00,3388.11100,3396.32000,3379.63300,3395.88200,15112,0,160
2025.06.12 16:00:00,3385.90600,3391.37400,3378.09700,3388.13900,31707,0,160
2025.06.12 12:00:00,3379.25200,3399.04500,3376.33700,3385.87600,85738,0,160
2025.06.12 08:00:00,3346.19200,3388.58100,3346.19200,3379.28500,56699,0,160
2025.06.12 04:00:00,3373.40900,3375.78300,3338.53600,3346.16800,43154,0,160
2025.06.12 00:00:00,3365.40500,3377.80400,3362.12000,3373.42600,47360,0,160
2025.06.11 20:00:00,3346.87600,3373.53400,3346.52200,3365.37600,25906,0,160
2025.06.11 16:00:00,3333.24700,3349.26800,3319.22000,3346.84900,50001,0,160
2025.06.11 12:00:00,3333.15200,3360.76400,3327.19600,3333.26700,92230,0,160
2025.06.11 08:00:00,3345.66400,3346.74200,3326.11000,3333.07200,36200,0,160
2025.06.11 04:00:00,3339.38700,3348.53100,3332.47600,3345.69600,31870,0,160
2025.06.11 00:00:00,3327.93600,3341.56600,3325.00800,3339.41600,34861,0,160
2025.06.10 20:00:00,3328.75700,3328.95800,3315.51700,3327.86200,19898,0,160
2025.06.10 16:00:00,3326.65300,3334.53600,3319.35800,3328.71600,28212,0,160
2025.06.10 12:00:00,3333.81700,3349.15300,3323.16500,3326.69200,59707,0,160
2025.06.10 08:00:00,3330.09000,3342.58700,3326.19400,3333.78000,29555,0,160
2025.06.10 04:00:00,3307.59200,3332.20100,3302.78900,3330.18000,43396,0,160
2025.06.10 00:00:00,3326.80900,3326.85100,3301.91700,3307.60200,47215,0,160
2025.06.09 20:00:00,3327.20100,3329.50000,3321.58300,3326.76600,12406,0,160
2025.06.09 16:00:00,3328.66800,3338.24000,3325.89400,3327.24100,25220,0,160
