Time,Open,High,Low,Close,TickVolume,RealVolume,Spread
2025.06.06 20:00:00,0.64961,0.64994,0.64920,0.64926,542,0,9
2025.06.06 16:00:00,0.64951,0.64988,0.64867,0.64960,4905,0,9
2025.06.06 12:00:00,0.64910,0.65064,0.64793,0.64951,13879,0,9
2025.06.06 08:00:00,0.64991,0.64991,0.64857,0.64911,4624,0,9
2025.06.06 04:00:00,0.65004,0.65045,0.64929,0.64991,4624,0,9
2025.06.06 00:00:00,0.65098,0.65166,0.64924,0.65004,5251,0,9
2025.06.05 20:00:00,0.65069,0.65115,0.65014,0.65098,2464,0,9
2025.06.05 16:00:00,0.65154,0.65178,0.65029,0.65068,5939,0,9
2025.06.05 12:00:00,0.65086,0.65375,0.65042,0.65154,12589,0,9
2025.06.05 08:00:00,0.65003,0.65145,0.64972,0.65088,5056,0,9
2025.06.05 04:00:00,0.64875,0.65080,0.64863,0.65004,5210,0,9
2025.06.05 00:00:00,0.64893,0.65090,0.64856,0.64874,6077,0,9
2025.06.04 20:00:00,0.64919,0.64949,0.64874,0.64893,2286,0,9
2025.06.04 16:00:00,0.64971,0.65044,0.64918,0.64918,3521,0,9
2025.06.04 12:00:00,0.64826,0.65011,0.64826,0.64970,8309,0,9
2025.06.04 08:00:00,0.64616,0.64862,0.64587,0.64826,5091,0,9
2025.06.04 04:00:00,0.64631,0.64741,0.64503,0.64616,6105,0,9
2025.06.04 00:00:00,0.64643,0.64797,0.64535,0.64632,6726,0,9
2025.06.03 20:00:00,0.64632,0.64670,0.64580,0.64641,1988,0,9
2025.06.03 16:00:00,0.64607,0.64699,0.64553,0.64632,3704,0,9
2025.06.03 12:00:00,0.64566,0.64716,0.64465,0.64607,8385,0,9
2025.06.03 08:00:00,0.64583,0.64642,0.64514,0.64565,5628,0,9
2025.06.03 04:00:00,0.64655,0.64686,0.64502,0.64583,6317,0,9
2025.06.03 00:00:00,0.64981,0.64988,0.64635,0.64655,6276,0,9
2025.06.02 20:00:00,0.64962,0.64995,0.64855,0.64981,2428,0,9
2025.06.02 16:00:00,0.64925,0.64964,0.64806,0.64963,4263,0,9
2025.06.02 12:00:00,0.64791,0.64998,0.64712,0.64924,8621,0,9
2025.06.02 08:00:00,0.64814,0.64866,0.64766,0.64790,6245,0,9
2025.06.02 04:00:00,0.64510,0.64889,0.64480,0.64815,6403,0,9
2025.06.02 00:00:00,0.64426,0.64728,0.64423,0.64511,6619,0,9
2025.06.01 20:00:00,0.64284,0.64498,0.64260,0.64427,1949,0,9
2025.05.30 20:00:00,0.64434,0.64475,0.64314,0.64319,840,0,9
2025.05.30 16:00:00,0.64323,0.64452,0.64207,0.64432,6255,0,9
2025.05.30 12:00:00,0.64210,0.64375,0.64077,0.64323,12589,0,9
2025.05.30 08:00:00,0.64176,0.64250,0.64114,0.64210,5580,0,9
2025.05.30 04:00:00,0.64261,0.64398,0.64071,0.64174,6129,0,9
2025.05.30 00:00:00,0.64436,0.64520,0.64214,0.64260,8542,0,9
2025.05.29 20:00:00,0.64473,0.64479,0.64369,0.64437,2642,0,9
2025.05.29 16:00:00,0.64414,0.64525,0.64387,0.64473,4919,0,9
2025.05.29 12:00:00,0.64334,0.64597,0.64300,0.64414,11148,0,9
2025.05.29 08:00:00,0.64486,0.64493,0.64316,0.64334,6029,0,9
2025.05.29 04:00:00,0.64239,0.64489,0.64165,0.64484,7825,0,9
2025.05.29 00:00:00,0.64220,0.64280,0.64069,0.64241,11918,0,9
2025.05.28 20:00:00,0.64246,0.64354,0.64098,0.64221,5857,0,9
2025.05.28 16:00:00,0.64160,0.64294,0.64158,0.64245,4368,0,9
2025.05.28 12:00:00,0.64368,0.64386,0.64097,0.64158,9232,0,9
2025.05.28 08:00:00,0.64397,0.64490,0.64345,0.64366,5139,0,9
2025.05.28 04:00:00,0.64436,0.64451,0.64252,0.64395,6829,0,9
2025.05.28 00:00:00,0.64474,0.64534,0.64252,0.64436,8352,0,9
2025.05.27 20:00:00,0.64423,0.64478,0.64383,0.64473,2137,0,9
2025.05.27 16:00:00,0.64356,0.64468,0.64346,0.64422,3896,0,9
2025.05.27 12:00:00,0.64450,0.64603,0.64345,0.64354,7432,0,9
2025.05.27 08:00:00,0.64468,0.64562,0.64416,0.64449,6535,0,9
2025.05.27 04:00:00,0.64777,0.64877,0.64451,0.64466,8436,0,9
2025.05.27 00:00:00,0.64797,0.64950,0.64747,0.64779,5490,0,9
2025.05.26 20:00:00,0.64848,0.64890,0.64796,0.64797,2463,0,9
2025.05.26 16:00:00,0.64944,0.64946,0.64820,0.64848,1325,0,9
2025.05.26 12:00:00,0.65096,0.65111,0.64938,0.64944,4021,0,9
2025.05.26 08:00:00,0.65106,0.65162,0.65011,0.65095,4568,0,9
2025.05.26 04:00:00,0.65211,0.65305,0.65097,0.65105,5941,0,9
2025.05.26 00:00:00,0.65014,0.65368,0.64981,0.65211,7674,0,9
2025.05.25 20:00:00,0.64817,0.65063,0.64760,0.65014,2971,0,9
2025.05.23 20:00:00,0.64952,0.64975,0.64946,0.64956,579,0,9
2025.05.23 16:00:00,0.64753,0.64989,0.64733,0.64952,4753,0,9
2025.05.23 12:00:00,0.64428,0.64790,0.64296,0.64753,13161,0,9
2025.05.23 08:00:00,0.64524,0.64698,0.64391,0.64426,8151,0,9
2025.05.23 04:00:00,0.64336,0.64561,0.64277,0.64524,5417,0,9
2025.05.23 00:00:00,0.64086,0.64376,0.64081,0.64336,4914,0,9
2025.05.22 20:00:00,0.64085,0.64127,0.64076,0.64086,2151,0,9
2025.05.22 16:00:00,0.64160,0.64188,0.64069,0.64087,4632,0,9
2025.05.22 12:00:00,0.64214,0.64269,0.64072,0.64158,9515,0,9
2025.05.22 08:00:00,0.64484,0.64582,0.64144,0.64213,7469,0,9
2025.05.22 04:00:00,0.64425,0.64528,0.64349,0.64486,7137,0,9
2025.05.22 00:00:00,0.64322,0.64466,0.64264,0.64425,6932,0,9
2025.05.21 20:00:00,0.64317,0.64371,0.64284,0.64322,3013,0,9
2025.05.21 16:00:00,0.64657,0.64688,0.64317,0.64317,7477,0,9
2025.05.21 12:00:00,0.64440,0.64660,0.64366,0.64658,9263,0,9
2025.05.21 08:00:00,0.64483,0.64532,0.64351,0.64439,6409,0,9
2025.05.21 04:00:00,0.64481,0.64586,0.64392,0.64481,7808,0,9
2025.05.21 00:00:00,0.64252,0.64519,0.64226,0.64482,6799,0,9
2025.05.20 20:00:00,0.64187,0.64260,0.64164,0.64252,2619,0,9
2025.05.20 16:00:00,0.64034,0.64219,0.64015,0.64186,4472,0,9
2025.05.20 12:00:00,0.64117,0.64123,0.63915,0.64034,7730,0,9
2025.05.20 08:00:00,0.64238,0.64241,0.64096,0.64119,5149,0,9
2025.05.20 04:00:00,0.64472,0.64474,0.64078,0.64237,10586,0,9
2025.05.20 00:00:00,0.64537,0.64543,0.64393,0.64472,5516,0,9
2025.05.19 20:00:00,0.64563,0.64584,0.64525,0.64537,1869,0,9
2025.05.19 16:00:00,0.64566,0.64588,0.64477,0.64564,3829,0,9
2025.05.19 12:00:00,0.64490,0.64646,0.64357,0.64566,8012,0,9
2025.05.19 08:00:00,0.64253,0.64516,0.64188,0.64490,7669,0,9
2025.05.19 04:00:00,0.64117,0.64291,0.63978,0.64252,6565,0,9
2025.05.19 00:00:00,0.64088,0.64212,0.64023,0.64117,6133,0,9
2025.05.18 20:00:00,0.64013,0.64124,0.63902,0.64087,2617,0,9
2025.05.16 20:00:00,0.64051,0.64070,0.64021,0.64029,673,0,9
2025.05.16 16:00:00,0.63928,0.64068,0.63896,0.64051,4082,0,9
2025.05.16 12:00:00,0.64169,0.64175,0.63874,0.63929,8236,0,9
2025.05.16 08:00:00,0.64277,0.64307,0.64148,0.64169,5399,0,9
2025.05.16 04:00:00,0.64211,0.64357,0.64202,0.64277,6008,0,9
2025.05.16 00:00:00,0.64038,0.64258,0.63944,0.64212,6865,0,9
2025.05.15 20:00:00,0.64051,0.64088,0.63992,0.64038,2625,0,9
2025.05.15 16:00:00,0.64013,0.64077,0.63962,0.64052,4419,0,9
2025.05.15 12:00:00,0.64084,0.64220,0.63901,0.64013,11195,0,9
2025.05.15 08:00:00,0.64186,0.64240,0.64012,0.64085,6515,0,9
2025.05.15 04:00:00,0.64407,0.64434,0.64142,0.64188,8072,0,9
2025.05.15 00:00:00,0.64268,0.64572,0.64265,0.64407,8010,0,9
2025.05.14 20:00:00,0.64270,0.64304,0.64213,0.64268,2802,0,9
2025.05.14 16:00:00,0.64454,0.64490,0.64222,0.64270,7307,0,9
2025.05.14 12:00:00,0.64721,0.64751,0.64380,0.64455,11215,0,9
2025.05.14 08:00:00,0.64877,0.65005,0.64640,0.64721,10888,0,9
2025.05.14 04:00:00,0.64759,0.64885,0.64648,0.64877,7284,0,9
2025.05.14 00:00:00,0.64719,0.64865,0.64679,0.64759,7812,0,9
2025.05.13 20:00:00,0.64736,0.64777,0.64612,0.64719,2814,0,9
2025.05.13 16:00:00,0.64708,0.64785,0.64665,0.64736,5107,0,9
2025.05.13 12:00:00,0.64073,0.64727,0.64048,0.64706,12610,0,9
2025.05.13 08:00:00,0.64082,0.64173,0.64005,0.64073,6224,0,9
2025.05.13 04:00:00,0.63979,0.64191,0.63969,0.64081,8154,0,9
2025.05.13 00:00:00,0.63721,0.63999,0.63611,0.63979,8029,0,9
2025.05.12 20:00:00,0.63693,0.63765,0.63625,0.63720,2879,0,9
2025.05.12 16:00:00,0.63669,0.63717,0.63564,0.63694,5596,0,9
2025.05.12 12:00:00,0.63944,0.64003,0.63633,0.63670,10843,0,9
2025.05.12 08:00:00,0.64046,0.64144,0.63821,0.63944,13636,0,9
2025.05.12 04:00:00,0.64301,0.64609,0.63919,0.64044,15636,0,9
2025.05.12 00:00:00,0.64192,0.64320,0.64110,0.64301,9203,0,9
2025.05.11 20:00:00,0.64061,0.64308,0.64043,0.64190,4208,0,9
2025.05.09 20:00:00,0.64111,0.64118,0.64075,0.64097,489,0,9
2025.05.09 16:00:00,0.64230,0.64238,0.64073,0.64112,3904,0,9
2025.05.09 12:00:00,0.64044,0.64319,0.64016,0.64230,7572,0,9
2025.05.09 08:00:00,0.64099,0.64109,0.63934,0.64044,5806,0,9
2025.05.09 04:00:00,0.64054,0.64146,0.63965,0.64098,5990,0,9
2025.05.09 00:00:00,0.63931,0.64055,0.63709,0.64054,8299,0,9
2025.05.08 20:00:00,0.64005,0.64019,0.63915,0.63930,2708,0,9
2025.05.08 16:00:00,0.64145,0.64149,0.63948,0.64004,6545,0,9
2025.05.08 12:00:00,0.64160,0.64327,0.64076,0.64144,11945,0,9
2025.05.08 08:00:00,0.64199,0.64268,0.64067,0.64160,8720,0,9
2025.05.08 04:00:00,0.64567,0.64580,0.64022,0.64199,10176,0,9
2025.05.08 00:00:00,0.64305,0.64640,0.64303,0.64567,8579,0,9
2025.05.07 20:00:00,0.64302,0.64323,0.64194,0.64304,3295,0,9
2025.05.07 16:00:00,0.64600,0.64659,0.64210,0.64304,13556,0,9
2025.05.07 12:00:00,0.64727,0.64750,0.64561,0.64600,7643,0,9
2025.05.07 08:00:00,0.64828,0.64831,0.64637,0.64726,6296,0,9
2025.05.07 04:00:00,0.64844,0.64913,0.64732,0.64828,7845,0,9
