Time,Open,High,Low,Close,TickVolume,RealVolume,Spread
2025.06.07 14:45:00,105660.48000,105672.79000,105604.69000,105605.58000,255,0,2160
2025.06.07 14:30:00,105534.74000,105807.01000,105517.34000,105660.28000,5570,0,2160
2025.06.07 14:15:00,105651.91000,105686.17000,105510.27000,105534.66000,5500,0,2160
2025.06.07 14:00:00,105717.08000,105781.55000,105597.32000,105651.09000,5832,0,2160
2025.06.07 13:45:00,105756.27000,105924.51000,105692.93000,105716.47000,5721,0,2160
2025.06.07 13:30:00,105612.43000,105811.72000,105606.11000,105755.93000,5638,0,2160
2025.06.07 13:15:00,105560.75000,105678.80000,105553.79000,105613.74000,5812,0,2160
2025.06.07 13:00:00,105560.40000,105590.02000,105396.62000,105560.79000,5801,0,2160
2025.06.07 12:45:00,105743.29000,105756.26000,105513.60000,105560.93000,5787,0,2160
2025.06.07 12:30:00,105386.41000,105833.46000,105334.76000,105745.06000,5667,0,2160
2025.06.07 12:15:00,105357.62000,105400.67000,105289.28000,105386.50000,5719,0,2160
2025.06.07 12:00:00,105240.68000,105381.31000,105240.68000,105361.79000,6262,0,2160
2025.06.07 11:45:00,105290.56000,105290.56000,105150.01000,105243.83000,5672,0,2160
2025.06.07 11:30:00,105323.34000,105374.23000,105252.08000,105290.42000,5573,0,2160
2025.06.07 11:15:00,105232.39000,105374.38000,105231.70000,105322.97000,5592,0,2160
2025.06.07 11:00:00,105229.60000,105354.65000,105205.60000,105232.85000,5840,0,2160
2025.06.07 10:45:00,105149.24000,105313.07000,105014.67000,105229.40000,5510,0,2160
2025.06.07 10:30:00,105237.03000,105267.58000,105085.43000,105148.73000,5718,0,2160
2025.06.07 10:15:00,105037.24000,105278.48000,105013.07000,105236.60000,5780,0,2160
2025.06.07 10:00:00,104918.98000,105040.85000,104906.98000,105037.33000,5430,0,2160
2025.06.07 09:45:00,104862.95000,104951.80000,104854.06000,104920.08000,5264,0,2160
2025.06.07 09:30:00,105008.58000,105018.52000,104856.92000,104862.77000,5636,0,2160
2025.06.07 09:15:00,104965.52000,105041.84000,104923.27000,105008.37000,5273,0,2160
2025.06.07 09:00:00,104834.30000,105010.74000,104833.21000,104965.40000,5585,0,2160
2025.06.07 08:45:00,104910.75000,104924.67000,104767.28000,104833.91000,5644,0,2160
2025.06.07 08:30:00,105011.19000,105024.42000,104905.33000,104913.13000,5195,0,2160
2025.06.07 08:15:00,104936.70000,105065.69000,104872.45000,105011.00000,5692,0,2160
2025.06.07 08:00:00,104959.23000,105035.74000,104923.30000,104937.77000,5415,0,2160
2025.06.07 07:45:00,105043.40000,105053.46000,104950.66000,104959.69000,5692,0,2160
2025.06.07 07:30:00,105050.46000,105119.44000,105016.96000,105042.60000,5392,0,2160
2025.06.07 07:15:00,105061.09000,105212.04000,104929.64000,105050.25000,5519,0,2160
2025.06.07 07:00:00,105429.45000,105446.86000,104979.16000,105061.08000,5588,0,2160
2025.06.07 06:45:00,104985.92000,105447.69000,104973.59000,105426.51000,5845,0,2160
2025.06.07 06:30:00,104878.11000,105009.83000,104878.11000,104985.91000,5875,0,2160
2025.06.07 06:15:00,104962.85000,105027.64000,104876.93000,104878.36000,5841,0,2160
2025.06.07 06:00:00,104979.17000,105021.86000,104900.75000,104962.50000,5598,0,2160
2025.06.07 05:45:00,104987.63000,105115.23000,104975.12000,104978.65000,5729,0,2160
2025.06.07 05:30:00,104919.04000,105032.80000,104882.17000,104985.27000,5678,0,2160
2025.06.07 05:15:00,104942.99000,104942.99000,104867.09000,104916.49000,5371,0,2160
2025.06.07 05:00:00,104906.04000,104947.54000,104823.02000,104944.65000,5546,0,2160
2025.06.07 04:45:00,104821.15000,104924.49000,104814.17000,104906.22000,5505,0,2160
2025.06.07 04:30:00,104788.21000,104835.52000,104731.05000,104821.25000,5773,0,2160
2025.06.07 04:15:00,104797.07000,104867.13000,104771.20000,104788.03000,5568,0,2160
2025.06.07 04:00:00,104975.28000,104994.25000,104797.27000,104797.33000,5913,0,2160
2025.06.07 03:45:00,104909.24000,105019.44000,104909.18000,104975.28000,5738,0,2160
2025.06.07 03:30:00,104812.68000,104989.63000,104766.48000,104909.29000,5554,0,2160
2025.06.07 03:15:00,104844.72000,104929.54000,104741.90000,104812.74000,5604,0,2160
2025.06.07 03:00:00,104629.50000,104911.02000,104578.97000,104842.17000,5939,0,2160
2025.06.07 02:45:00,104570.50000,104734.21000,104563.35000,104629.36000,5449,0,2160
2025.06.07 02:30:00,104477.90000,104612.97000,104443.05000,104564.74000,5456,0,2160
2025.06.07 02:15:00,104450.19000,104530.18000,104410.78000,104477.07000,5545,0,2160
2025.06.07 02:00:00,104533.92000,104557.61000,104433.72000,104451.25000,5623,0,2160
2025.06.07 01:45:00,104513.92000,104621.39000,104513.63000,104533.63000,5493,0,2160
2025.06.07 01:30:00,104541.69000,104574.99000,104431.86000,104514.01000,5542,0,2160
2025.06.07 01:15:00,104591.51000,104658.42000,104445.34000,104541.62000,5671,0,2160
2025.06.07 01:00:00,104603.47000,104674.58000,104450.94000,104590.86000,5737,0,2160
2025.06.07 00:45:00,104417.52000,104617.53000,104351.73000,104603.47000,5697,0,2160
2025.06.07 00:30:00,104239.14000,104468.75000,104211.72000,104416.66000,5542,0,2160
2025.06.07 00:15:00,104168.56000,104289.78000,103937.79000,104238.94000,5695,0,2160
